obs,personid,psu,hhld,id,sex,age,marital,ctzship,current_school,grade_comp,subject_training,need_train_more,mwrk_nsco1,mwrk_nsco4,mwrk_status,mwrk_cnrt_type,mwrk_nsic1,mwrk_nsic4,mwrk_orgtype,mwrk_enttype,mwrk_empnum,mwrk_tenure_envlv,usulhr_mwrk,prd_remu,amt_cashrs,rcvd_kind,faci_mktval,faci_paidval,hhsize,province,urbrur753,season,male,nevermarried,urban,educ,educ1,wage_daily,logwage_daily,avg_exp,avg_exp1,sq_avg_exp
5944,15010701,1501,7,1,Male,40,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,Private nonfinancial institution,An incorporated company,,1 year - 3 years,56,Monthly,30000,No,,,4,4,Rural,Winter Season,1,0,0,0,0.5,986.30139,6.8939619,1,1.5,2.25
5945,15002006,1500,20,6,Male,25,Never married,Nepalese,No,Bachelor Level and equiv.,,No,J,Civil engineering labourers,Employee,Temporary,F,Construction of roads and railways,Private nonfinancial institution,An incorporated company,,3 years - 5 years,50,Monthly,30000,No,12000,,7,4,Rural,Dry Season,1,1,0,15,15.5,986.30139,6.8939619,3,3.5,12.25
5946,11981804,1198,18,4,Female,30,Married,Nepalese,No,Master Level and above,Other Programmes in teacher training,No,C,Secondary education teachers,Employee,Temporary,P,Higher education,Private financial institution,An incorporated company,,1 year - 3 years,42,Monthly,30000,No,,,7,2,Urban,Winter Season,0,0,1,18,18.5,986.30139,6.8939619,1,1.5,2.25
5947,13121303,1312,13,3,Male,26,Never married,Nepalese,No,Bachelor Level and equiv.,,No,C,Mechanical engineers,Employee,Temporary,F," Plumbing, heat and air-conditioning installation",Private nonfinancial institution,An incorporated company,,3 years - 5 years,55,Monthly,30000,No,,,4,3,Urban,Rainy Season,1,1,1,15,15.5,986.30139,6.8939619,3,3.5,12.25
5948,14981702,1498,17,2,Male,47,Married,Nepalese,,Class 8,Metal trades,No,H,Welders and flamecutters,Employee,Temporary,C," Forging, pressing, stamping and roll-forming of metal; powd",Private nonfinancial institution,Private business,10-19 persons,10 years or more,77,Monthly,30000,No,,,5,4,Urban,Winter Season,1,0,1,8,8.5,986.30139,6.8939619,10,10.5,110.25
5949,10652003,1065,20,3,Male,42,Married,Nepalese,,Bachelor Level and equiv.,,No,D,Accounting associate professionals,Employee,Temporary,C," Manufacture of machinery for textile, apparel and leather p",Private nonfinancial institution,Private business,20 persons and more,5 years - 10 years,56,Monthly,30000,No,,,16,1,Urban,Winter Season,1,0,1,15,15.5,986.30139,6.8939619,5,5.5,30.25
5950,11801903,1180,19,3,Male,34,Married,Nepalese,No,Class 9,,No,I,Heavy truck and lorry drivers,Employee,Temporary,H,Freight transport by road,,Private business,2-4 persons,6 months - 1 year,48,Monthly,30000,No,,,8,2,Urban,Rainy Season,1,0,1,9,9.5,986.30139,6.8939619,0.5,1,1
5951,10471401,1047,14,1,Male,44,Married,Nepalese,,Class 12 and Intermediate,,No,E,Accounting and bookkeeping clerks,Employee,Temporary,K,Other credit granting,Private financial institution,An incorporated company,,10 years or more,48,Monthly,30000,No,,,4,1,Urban,Winter Season,1,0,1,12,12.5,986.30139,6.8939619,10,10.5,110.25
5952,13341904,1334,19,4,Male,31,Married,Nepalese,No,Bachelor Level and equiv.,,No,B,Finance managers,Employee,Permanent,K,Other monetary intermediation,Private financial institution,An incorporated company,,3 years - 5 years,40,Monthly,30000,No,25000,,7,3,Urban,Winter Season,1,0,1,15,15.5,986.30139,6.8939619,3,3.5,12.25
5953,18061504,1806,15,4,Female,32,Never married,Nepalese,No,Bachelor Level and equiv.,,No,C,Accountants,Employee,Temporary,P,General secondary education,Private nonfinancial institution,Private business,10-19 persons,3 years - 5 years,40,Monthly,30000,No,,,6,7,Urban,Dry Season,0,1,1,15,15.5,986.30139,6.8939619,3,3.5,12.25
5954,16360601,1636,6,1,Male,26,Married,Nepalese,No,SLC and equiv.,,Yes,I,Heavy truck and lorry drivers,Employee,Temporary,F,Construction of roads and railways,Private nonfinancial institution,An incorporated company,,Less than 6 months,70,Monthly,30000,No,36000,,4,5,Urban,Rainy Season,1,0,1,11,11.5,986.30139,6.8939619,0,0.5,0.25
5955,12330901,1233,9,1,Male,27,Married,Nepalese,No,Class 5,,No,H," Tailors, dressmakers, furriers and hatters",Employee,Permanent,C," Manufacture of wearing apparel, except fur apparel",,Private business,2-4 persons,10 years or more,65,Monthly,30000,No,,,5,2,Urban,Winter Season,1,0,1,5,5.5,986.30139,6.8939619,10,10.5,110.25
5956,11981807,1198,18,7,Female,24,Never married,Nepalese,No,Master Level and above,,No,E,Secretaries (general),Paid apprentice / intern,Temporary,K,Other monetary intermediation,,Private business,2-4 persons,6 months - 1 year,40,Monthly,30000,No,,,7,2,Urban,Winter Season,0,1,1,18,18.5,986.30139,6.8939619,0.5,1,1
5957,14861101,1486,11,1,Male,36,Married,Nepalese,No,Master Level and above,,No,C,Secondary education teachers,Employee,Temporary,P,General secondary education,Private nonfinancial institution,An incorporated company,,3 years - 5 years,42,Monthly,30000,No,,,4,4,Urban,Rainy Season,1,0,1,18,18.5,986.30139,6.8939619,3,3.5,12.25
5958,13451701,1345,17,1,Male,39,Married,Nepalese,No,Class 3,Plumbing,No,H,Plumbers and pipe fitters,Employee,Temporary,F," Plumbing, heat and air-conditioning installation",,Private business,2-4 persons,5 years - 10 years,48,Monthly,30000,No,,,5,3,Urban,Winter Season,1,0,1,3,3.5,986.30139,6.8939619,5,5.5,30.25
5959,13990301,1399,3,1,Male,58,Married,Nepalese,,Bachelor Level and equiv.,,No,B,Construction managers,Employee,Temporary,F,Construction of buildings,Private financial institution,Private business,20 persons and more,10 years or more,42,Monthly,30000,No,36000,,2,3,Urban,Winter Season,1,0,1,15,15.5,986.30139,6.8939619,10,10.5,110.25
5960,17411301,1741,13,1,Male,46,Married,Nepalese,,SLC and equiv.,,No,D,Construction supervisors,Employee,Temporary,F,Construction of roads and railways,,Private business,10-19 persons,10 years or more,53,Monthly,30000,No,,,4,6,Urban,Winter Season,1,0,1,11,11.5,986.30139,6.8939619,10,10.5,110.25
5961,15660902,1566,9,2,Male,26,Never married,Nepalese,No,Class 12 and Intermediate,Music,Yes,H,Musical instrument makers and tuners,Employee,Temporary,R," Creative, arts and entertainment activities",Private nonfinancial institution,Private business,5-9 persons,Less than 6 months,25,Monthly,30000,No,,,3,5,Urban,Rainy Season,1,1,1,12,12.5,986.30139,6.8939619,0,0.5,0.25
5962,13750901,1375,9,1,Male,20,Married,Nepalese,No,Class 6,,No,H,Metal moulders and coremakers,Employee,Temporary,C," Forging, pressing, stamping and roll-forming of metal; powd",Private nonfinancial institution,Don?t know,2-4 persons,1 year - 3 years,68,Monthly,30000,No,,,3,3,Rural,Dry Season,1,0,0,6,6.5,986.30139,6.8939619,1,1.5,2.25
5963,10652012,1065,20,12,Male,36,Married,Nepalese,No,Bachelor Level and equiv.,,No,D,Accounting associate professionals,Employee,Temporary,K,Other monetary intermediation,,Private business,5-9 persons,3 years - 5 years,42,Monthly,30000,No,,,16,1,Urban,Winter Season,1,0,1,15,15.5,986.30139,6.8939619,3,3.5,12.25
5964,15871401,1587,14,1,Male,34,Married,Nepalese,No,Class 2,Teacher training n.e.c.,No,I,Heavy truck and lorry drivers,Employee,Temporary,H,Freight transport by road,,Private business,2-4 persons,3 years - 5 years,70,Monthly,30000,No,,,5,5,Urban,Winter Season,1,0,1,2,2.5,986.30139,6.8939619,3,3.5,12.25
5965,14501901,1450,19,1,Male,42,Married,Nepalese,,Class 3,,No,H,Jewellery and precious-metal workers,Employee,Temporary,F,Construction of buildings,Private nonfinancial institution,Private business,2-4 persons,1 year - 3 years,77,Monthly,30000,No,,,6,4,Urban,Winter Season,1,0,1,3,3.5,986.30139,6.8939619,1,1.5,2.25
5966,13391402,1339,14,2,Female,40,Married,Nepalese,No,Master Level and above,,No,C,Vocational education teachers,Employee,Permanent,P,Technical and vocational secondary education,Private nonfinancial institution,An incorporated company,,10 years or more,36,Monthly,30000,No,,,4,3,Urban,Winter Season,0,0,1,18,18.5,986.30139,6.8939619,10,10.5,110.25
5967,10150901,1015,9,1,Male,36,Married,Nepalese,No,Class 9,,Yes,H,Plasterers,Employee,Temporary,F,Building completion and finishing,,Private business,10-19 persons,5 years - 10 years,42,Monthly,30000,No,,,4,1,Urban,Winter Season,1,0,1,9,9.5,986.30139,6.8939619,5,5.5,30.25
5968,12832001,1283,20,1,Male,30,Married,Nepalese,No,Class 12 and Intermediate,,No,I,Bus and tram drivers,Employee,Temporary,H,Freight transport by road,,Private business,1 person,10 years or more,56,Monthly,30000,No,,,4,3,Urban,Dry Season,1,0,1,12,12.5,986.30139,6.8939619,10,10.5,110.25
5969,15632003,1563,20,3,Male,32,Married,Nepalese,No,Class 8,Driving skills and motor vehicle operation,No,I,Heavy truck and lorry drivers,Employee,Temporary,F,Construction of roads and railways,,Private business,5-9 persons,5 years - 10 years,72,Monthly,30000,No,,,10,5,Rural,Dry Season,1,0,0,8,8.5,986.30139,6.8939619,5,5.5,30.25
5970,12371001,1237,10,1,Male,42,Married,Nepalese,,Class 5,,No,I,Bus and tram drivers,Employee,Permanent,H,Other passenger land transpor t,Private nonfinancial institution,Private business,2-4 persons,10 years or more,70,Monthly,30000,No,,,6,2,Rural,Winter Season,1,0,0,5,5.5,986.30139,6.8939619,10,10.5,110.25
5971,11662005,1166,20,5,Male,28,Married,Nepalese,No,Class 12 and Intermediate,,No,D,Civil engineering technicians,Employee,Temporary,F,Construction of roads and railways,Other,An incorporated company,,1 year - 3 years,40,Monthly,30000,No,,,9,2,Rural,Rainy Season,1,0,0,12,12.5,986.30139,6.8939619,1,1.5,2.25
5972,10531101,1053,11,1,Male,46,Married,Nepalese,,Class 8,,No,I,Heavy truck and lorry drivers,Employee,Temporary,F,Construction of roads and railways,,Don?t know,2-4 persons,10 years or more,49,Monthly,30000,No,,,4,1,Rural,Winter Season,1,0,0,8,8.5,986.30139,6.8939619,10,10.5,110.25
5973,12860503,1286,5,3,Male,51,Married,Nepalese,,Bachelor Level and equiv.,Service trades n.e.c.,No,D,Accounting associate professionals,Employee,Temporary,G," Wholesale of food, beverages and tobacco",Private financial institution,Private business,2-4 persons,1 year - 3 years,42,Monthly,30000,No,,,3,3,Urban,Rainy Season,1,0,1,15,15.5,986.30139,6.8939619,1,1.5,2.25
5974,17491602,1749,16,2,Male,49,Married,Nepalese,,Class 12 and Intermediate,,No,D,Civil engineering technicians,Employee,Temporary,F,Construction of roads and railways,,Don?t know,5-9 persons,5 years - 10 years,40,Monthly,30000,No,,,6,6,Urban,Winter Season,1,0,1,12,12.5,986.30139,6.8939619,5,5.5,30.25
5975,15681905,1568,19,5,Male,28,Never married,Nepalese,Yes,Bachelor Level and equiv.,,No,D,Credit and loans officers,Employee,Temporary,K,Other monetary intermediation,Private financial institution,An incorporated company,,5 years - 10 years,40,Monthly,30000,No,,,6,5,Urban,Winter Season,1,1,1,15,15.5,986.30139,6.8939619,5,5.5,30.25
5976,14341501,1434,15,1,Male,39,Married,Nepalese,No,Class 8,Police work,No,F,Security guards,Employee,Temporary,G,Retail sale of food in specialized stores,Private nonfinancial institution,An incorporated company,,5 years - 10 years,56,Monthly,30000,No,100000,,4,4,Urban,Winter Season,1,0,1,8,8.5,986.30139,6.8939619,5,5.5,30.25
5977,15560102,1556,1,2,Male,44,Married,Nepalese,,SLC and equiv.,,No,E,Accounting and bookkeeping clerks,Employee,Temporary,F,Construction of other civil engineering projects,Private nonfinancial institution,Private business,20 persons and more,10 years or more,60,Monthly,30000,No,36500,,3,4,Urban,Dry Season,1,0,1,11,11.5,986.30139,6.8939619,10,10.5,110.25
5978,12222012,1222,20,12,Male,26,Married,Nepalese,No,Nursery/LKG/UKG,,No,F,Cooks,Employee,Temporary,C,Manufacture of dairy products,,Don?t know,2-4 persons,1 year - 3 years,56,Monthly,30000,No,,,16,2,Urban,Winter Season,1,0,1,0,0.5,986.30139,6.8939619,1,1.5,2.25
5979,18581803,1858,18,3,Male,24,Married,Nepalese,Yes,Class 12 and Intermediate,,Yes,C,Primary school teachers,Employee,Temporary,P,Pre-primary and primary education,Private nonfinancial institution,An incorporated company,,1 year - 3 years,48,Monthly,30000,No,,,6,7,Urban,Dry Season,1,0,1,12,12.5,986.30139,6.8939619,1,1.5,2.25
5980,10910801,1091,8,1,Male,47,Married,Nepalese,,Nursery/LKG/UKG,,No,H,Bricklayers and related workers,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,10 years or more,36,Weekly,7000,No,,,4,1,Urban,Winter Season,1,0,1,0,0.5,997.26025,6.9050117,10,10.5,110.25
5981,13651702,1365,17,2,Male,27,Married,Nepalese,No,SLC and equiv.,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,5 years - 10 years,40,Daily,1000,No,2500,,6,3,Rural,Winter Season,1,0,0,11,11.5,1000,6.9077554,5,5.5,30.25
5982,18531205,1853,12,5,Male,26,Never married,Nepalese,No,Nursery/LKG/UKG,,No,H,Carpenters and joiners,Employee,Temporary,C,Sawmilling and planing of wood,,Private business,2-4 persons,1 year - 3 years,28,Daily,1000,No,,,5,7,Urban,Rainy Season,1,1,1,0,0.5,1000,6.9077554,1,1.5,2.25
5983,12811702,1281,17,2,Male,20,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,Less than 6 months,56,Daily,1000,No,,,5,3,Rural,Winter Season,1,0,0,0,0.5,1000,6.9077554,0,0.5,0.25
5984,14161201,1416,12,1,Male,51,Married,Nepalese,,Class 5,,No,H,Bricklayers and related workers,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,10 years or more,63,Daily,1000,No,,,4,4,Rural,Winter Season,1,0,0,5,5.5,1000,6.9077554,10,10.5,110.25
5985,13291301,1329,13,1,Male,33,Married,Nepalese,No,Class 8,,No,H,Painters and related workers,Employee,Temporary,F,Building completion and finishing,,Private business,2-4 persons,5 years - 10 years,48,Daily,1000,No,,,4,3,Urban,Dry Season,1,0,1,8,8.5,1000,6.9077554,5,5.5,30.25
5986,12630902,1263,9,2,Male,28,Married,Nepalese,No,Class 2,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,1 person,5 years - 10 years,72,Daily,1000,No,,,5,3,Rural,Dry Season,1,0,0,2,2.5,1000,6.9077554,5,5.5,30.25
5987,10910501,1091,5,1,Male,31,Married,Nepalese,No,Class 10,,Yes,H,House builders,Employee,Temporary,F,Construction of buildings,,Don?t know,10-19 persons,3 years - 5 years,46,Daily,1000,No,,,3,1,Urban,Winter Season,1,0,1,10,10.5,1000,6.9077554,3,3.5,12.25
5988,13391801,1339,18,1,Male,27,Married,Nepalese,No,Class 8,,No,H,Bricklayers and related workers,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,3 years - 5 years,70,Daily,1000,No,,,5,3,Urban,Winter Season,1,0,1,8,8.5,1000,6.9077554,3,3.5,12.25
5989,14211901,1421,19,1,Male,57,Married,Nepalese,,Class 2,"Agriculture, animal husbandry",No,H,Bricklayers and related workers,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,5 years - 10 years,49,Daily,1000,No,,,5,4,Urban,Winter Season,1,0,1,2,2.5,1000,6.9077554,5,5.5,30.25
5990,17631801,1763,18,1,Male,53,Married,Nepalese,,Class 2,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,6 months - 1 year,56,Daily,1000,No,,,8,7,Rural,Dry Season,1,0,0,2,2.5,1000,6.9077554,0.5,1,1
5991,18402001,1840,20,1,Male,34,Married,Nepalese,No,Class 4,,Yes,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,5 years - 10 years,56,Daily,1000,No,,,7,7,Urban,Dry Season,1,0,1,4,4.5,1000,6.9077554,5,5.5,30.25
5992,10960701,1096,7,1,Male,36,Married,Nepalese,No,Class 1,,Yes,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,5 years - 10 years,56,Daily,1000,No,,,4,1,Urban,Winter Season,1,0,1,1,1.5,1000,6.9077554,5,5.5,30.25
5993,13060202,1306,2,2,Male,40,Married,Nepalese,No,Class 5,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,10-19 persons,10 years or more,70,Daily,1000,No,3500,,3,3,Urban,Rainy Season,1,0,1,5,5.5,1000,6.9077554,10,10.5,110.25
5994,11160701,1116,7,1,Male,26,Married,Nepalese,No,SLC and equiv.,,Yes,J,Civil engineering labourers,Employee,Temporary,B," Quarr ying of stone, sand and clay",,Private business,2-4 persons,1 year - 3 years,61,Daily,1000,No,,,3,1,Urban,Winter Season,1,0,1,11,11.5,1000,6.9077554,1,1.5,2.25
5995,16502005,1650,20,5,Male,23,Never married,Nepalese,No,Class 9,,No,H,Metal working machine tool setters and operators,Employee,Temporary,C,Manufacture of structural metal products,,Private business,5-9 persons,5 years - 10 years,56,Daily,1000,No,,,14,5,Urban,Rainy Season,1,1,1,9,9.5,1000,6.9077554,5,5.5,30.25
5996,13701501,1370,15,1,Male,57,Married,Nepalese,,Nursery/LKG/UKG,,No,H,Plasterers,Employee,Temporary,F,Building completion and finishing,,Private business,5-9 persons,10 years or more,56,Daily,1000,No,,,5,3,Rural,Winter Season,1,0,0,0,0.5,1000,6.9077554,10,10.5,110.25
5997,13681601,1368,16,1,Male,39,Married,Nepalese,No,Class 4,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,5 years - 10 years,48,Daily,1000,No,,,5,3,Rural,Rainy Season,1,0,0,4,4.5,1000,6.9077554,5,5.5,30.25
5998,14441701,1444,17,1,Male,38,Married,Nepalese,No,Class 8,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Don?t know,10-19 persons,10 years or more,56,Daily,1000,No,,,5,4,Rural,Rainy Season,1,0,0,8,8.5,1000,6.9077554,10,10.5,110.25
5999,13241201,1324,12,1,Male,28,Married,Nepalese,No,Class 8,Driving skills and motor vehicle operation,No,I,Bus and tram drivers,Employee,Temporary,H,Urban and suburban passenger land transport,Private financial institution,An incorporated company,,6 months - 1 year,70,Daily,1000,No,,,4,3,Urban,Dry Season,1,0,1,8,8.5,1000,6.9077554,0.5,1,1
6000,13810101,1381,1,1,Male,53,Married,Nepalese,,Class 9,,No,F,Cooks,Employee,Temporary,I,Other accommodation,Private nonfinancial institution,Private business,2-4 persons,1 year - 3 years,28,Daily,1000,No,,,1,3,Urban,Dry Season,1,0,1,9,9.5,1000,6.9077554,1,1.5,2.25
6001,11290701,1129,7,1,Male,37,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,10 years or more,48,Daily,1000,No,,,4,1,Rural,Rainy Season,1,0,0,0,0.5,1000,6.9077554,10,10.5,110.25
6002,13521502,1352,15,2,Male,21,Never married,Nepalese,No,Class 8,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,10-19 persons,Less than 6 months,56,Daily,1000,No,,,5,3,Rural,Dry Season,1,1,0,8,8.5,1000,6.9077554,0,0.5,0.25
6003,14951801,1495,18,1,Male,38,Married,Nepalese,No,Class 3,,No,H,Bricklayers and related workers,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,6 months - 1 year,40,Daily,1000,No,,,5,4,Urban,Winter Season,1,0,1,3,3.5,1000,6.9077554,0.5,1,1
6004,11291401,1129,14,1,Male,55,Married,Nepalese,,Nursery/LKG/UKG,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,10 years or more,48,Daily,1000,No,,,6,1,Rural,Rainy Season,1,0,0,0,0.5,1000,6.9077554,10,10.5,110.25
6005,14860801,1486,8,1,Male,55,Married,Nepalese,,Class 4,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,10 years or more,45,Daily,1000,No,,,3,4,Urban,Rainy Season,1,0,1,4,4.5,1000,6.9077554,10,10.5,110.25
6006,11372007,1137,20,7,Male,18,Never married,Nepalese,No,Class 8,,Yes,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,Less than 6 months,43,Daily,1000,No,,,13,1,Rural,Rainy Season,1,1,0,8,8.5,1000,6.9077554,0,0.5,0.25
6007,12790201,1279,2,1,Male,45,Married,Nepalese,,Class 2,Architecture,Yes,H,House builders,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,10 years or more,49,Daily,1000,No,,,2,3,Urban,Dry Season,1,0,1,2,2.5,1000,6.9077554,10,10.5,110.25
6008,12021803,1202,18,3,Male,36,Married,Nepalese,No,Class 5,,Yes,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,10 years or more,56,Daily,1000,No,,,7,2,Urban,Winter Season,1,0,1,5,5.5,1000,6.9077554,10,10.5,110.25
6009,12651403,1265,14,3,Male,59,Married,Nepalese,,Nursery/LKG/UKG,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,10 years or more,50,Daily,1000,No,,,4,3,Rural,Dry Season,1,0,0,0,0.5,1000,6.9077554,10,10.5,110.25
6010,11360903,1136,9,3,Male,16,Never married,Nepalese,No,Class 6,,No,J,Crop farm labourers,Employee,Temporary,A,Support activities for crop production,,Private business,2-4 persons,3 years - 5 years,24,Daily,1000,No,13000,,4,1,Rural,Rainy Season,1,1,0,6,6.5,1000,6.9077554,3,3.5,12.25
6011,12891302,1289,13,2,Male,37,Married,Nepalese,No,Class 10,,Yes,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,2-4 persons,1 year - 3 years,48,Daily,1000,No,,,4,3,Rural,Rainy Season,1,0,0,10,10.5,1000,6.9077554,1,1.5,2.25
6012,14151401,1415,14,1,Male,42,Married,Nepalese,,Nursery/LKG/UKG,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Don?t know,2-4 persons,5 years - 10 years,40,Daily,1000,No,,,6,4,Rural,Winter Season,1,0,0,0,0.5,1000,6.9077554,5,5.5,30.25
6013,14760601,1476,6,1,Male,44,Married,Nepalese,,Class 10,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,10 years or more,56,Daily,1000,No,,,3,4,Urban,Winter Season,1,0,1,10,10.5,1000,6.9077554,10,10.5,110.25
6014,15061201,1506,12,1,Male,29,Married,Nepalese,No,Class 5,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,3 years - 5 years,36,Daily,1000,No,,,4,4,Rural,Dry Season,1,0,0,5,5.5,1000,6.9077554,3,3.5,12.25
6015,14441503,1444,15,3,Male,42,Married,Nepalese,,Class 4,"Agriculture, animal husbandry",No,H," Concrete placers, concrete finishers and related workers",Employee,Temporary,F,Building completion and finishing,,Private business,2-4 persons,10 years or more,32,Daily,1000,No,,,5,4,Rural,Rainy Season,1,0,0,4,4.5,1000,6.9077554,10,10.5,110.25
6016,13650901,1365,9,1,Male,59,Married,Nepalese,,Nursery/LKG/UKG,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,10-19 persons,10 years or more,45,Daily,1000,No,35000,,4,3,Rural,Winter Season,1,0,0,0,0.5,1000,6.9077554,10,10.5,110.25
6017,15971501,1597,15,1,Male,40,Married,Nepalese,No,Class 10,,No,H,Electronics mechanics and servicers,Employee,Temporary,F,Electrical installation,,Private business,2-4 persons,5 years - 10 years,70,Daily,1000,No,,,6,5,Urban,Dry Season,1,0,1,10,10.5,1000,6.9077554,5,5.5,30.25
6018,12681301,1268,13,1,Male,51,Married,Nepalese,,Class 7,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,5 years - 10 years,60,Daily,1000,No,,,3,3,Rural,Winter Season,1,0,0,7,7.5,1000,6.9077554,5,5.5,30.25
6019,12612001,1261,20,1,Male,30,Married,Nepalese,No,Nursery/LKG/UKG,,No,H,Bricklayers and related workers,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,1 year - 3 years,72,Daily,1000,No,,,4,3,Urban,Rainy Season,1,0,1,0,0.5,1000,6.9077554,1,1.5,2.25
6020,13190101,1319,1,1,Female,45,Never married,Nepalese,,Class 9,,No,H,Upholsterers and related workers,Employee,Temporary,C,Manufacture of carpets and rugs,Private nonfinancial institution,Private business,10-19 persons,10 years or more,75,Daily,1000,No,,,1,3,Urban,Rainy Season,0,1,1,9,9.5,1000,6.9077554,10,10.5,110.25
6021,16501201,1650,12,1,Male,23,Married,Nepalese,No,SLC and equiv.,,No,I," Car, taxi and van drivers",Employee,Temporary,H,Other passenger land transpor t,,Private business,2-4 persons,6 months - 1 year,49,Daily,1000,No,,,4,5,Urban,Rainy Season,1,0,1,11,11.5,1000,6.9077554,0.5,1,1
6022,13661302,1366,13,2,Male,37,Married,Nepalese,No,Class 6,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,5 years - 10 years,40,Daily,1000,No,,,5,3,Rural,Winter Season,1,0,0,6,6.5,1000,6.9077554,5,5.5,30.25
6023,11652001,1165,20,1,Male,66,Married,Nepalese,,Nursery/LKG/UKG,,No,F,Cooks,Employee,Temporary,I,Restaurants and mobile food service activities,,Private business,2-4 persons,10 years or more,35,Daily,1000,No,,,19,2,Rural,Winter Season,1,0,0,0,0.5,1000,6.9077554,10,10.5,110.25
6024,13051001,1305,10,1,Male,37,Married,Nepalese,No,Class 10,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Don?t know,10-19 persons,1 year - 3 years,84,Daily,1000,No,,,3,3,Urban,Winter Season,1,0,1,10,10.5,1000,6.9077554,1,1.5,2.25
6025,18781803,1878,18,3,Male,33,Married,Nepalese,No,Class 10,,Yes,F,Shop keepers,Employee,Temporary,G," Retail sale in non-specialized stores with food, beverages ",,Don?t know,2-4 persons,5 years - 10 years,35,Daily,1000,No,,,8,7,Rural,Winter Season,1,0,0,10,10.5,1000,6.9077554,5,5.5,30.25
6026,13771401,1377,14,1,Male,51,Married,Nepalese,,Class 5,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,5 years - 10 years,63,Daily,1000,No,,,5,3,Rural,Dry Season,1,0,0,5,5.5,1000,6.9077554,5,5.5,30.25
6027,13951301,1395,13,1,Male,34,Married,Nepalese,No,Class 3,,No,H," Concrete placers, concrete finishers and related workers",Employee,Temporary,F,Building completion and finishing,,Don?t know,2-4 persons,5 years - 10 years,70,Daily,1000,No,,,4,3,Urban,Dry Season,1,0,1,3,3.5,1000,6.9077554,5,5.5,30.25
6028,13561301,1356,13,1,Male,36,Married,Nepalese,No,Nursery/LKG/UKG,,No,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of furniture,,Don?t know,2-4 persons,5 years - 10 years,21,Daily,1000,No,,,4,3,Rural,Dry Season,1,0,0,0,0.5,1000,6.9077554,5,5.5,30.25
6029,13891903,1389,19,3,Male,22,Married,Nepalese,No,Class 4,,No,H,Carpenters and joiners,Employee,Temporary,C,Sawmilling and planing of wood,,Private business,2-4 persons,6 months - 1 year,35,Daily,1000,No,,,8,3,Rural,Dry Season,1,0,0,4,4.5,1000,6.9077554,0.5,1,1
